DOPLogNumber,Project,Year,Month,SerialNumber,Date,Station,Region,Species,Time,Depth,SurfaceTemperature,SurfaceConductivity,SurfacePPT,BottomTemperature,BottomConductivity,BottomPPT,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberofPrey,TotalPreyWeight,Gut Fullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diacyclops spp,Diaphanosoma spp,Diaptomus copepodid,Diaptomus spp,Eucyclops spp,Eurytemora copepodid,Eurytemora nauplii,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Osphranticum,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Prickly Sculpin,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tortanus spp,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cumacean,Unid cyclopoid,Unid fish,Unid mysids
103,EDSM,2018,7,70,7/19/2018 0:00,18-51-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 10:11:00,10.1,23.5,539,0.24,,,,31,48.29,0.84,y,48,5.06E-03,134,5.95E-03,0.7,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,8,0,4,0,2,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0
104,EDSM,2018,7,71,7/23/2018 0:00,18-52-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:12:00,11,24.1,713,0.33,,,,38.99,34,0.87,y,48,3.63E-03,51,3.28E-04,0.03,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,EDSM,2018,7,72,7/23/2018 0:00,18-52-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,10,24.1,708,0.32,,,,36,33.09,0.7,y,48,,1,5.49E-05,7.80E-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,EDSM,2018,7,73,7/24/2018 0:00,18-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 8:57:00,11.2,23.29,266,0.11,,,,49,28.29,1.08,y,50,0.01,72,3.20E-03,0.29,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,28,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
107,EDSM,2018,7,74,7/24/2018 0:00,18-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 8:57:00,11.2,23.29,266,0.11,,,,49,28.29,0.81,y,45,4.95E-03,50,2.87E-03,0.35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0
108,EDSM,2018,7,75,7/24/2018 0:00,18-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 8:57:00,11.2,23.29,266,0.11,,,,49,28.29,0.74,y,44,4.16E-03,3,8.23E-05,0.01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,EDSM,2018,7,76,7/24/2018 0:00,18-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:16:00,9.8,23.29,275.29,0.11,,,,44.99,29.2,0.83,y,47,4.46E-03,47,1.93E-03,0.23,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
110,EDSM,2018,8,77,8/1/2018 0:00,19-01-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:41:00,11.3,23.89,755,0.35,,,,43,28.79,0.82,y,47,7.45E-03,974,7.48E-03,0.9,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,39,883,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
111,EDSM,2018,8,78,8/1/2018 0:00,19-01-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:41:00,11.3,23.89,755,0.35,,,,43,28.79,0.96,y,52,5.21E-03,5,2.80E-05,2.91E-03,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,EDSM,2018,8,79,8/1/2018 0:00,19-01-USSC03,Sac DW Ship Channel,delta smelt,12/30/1899 10:49:00,10.7,24.1,828,0.38,,,,50,23.79,0.57,y,47,3.20E-03,113,1.26E-03,0.21,2,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,3,0,0,0,0,0,8,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
113,EDSM,2018,8,80,8/1/2018 0:00,19-01-USSC03,Sac DW Ship Channel,delta smelt,12/30/1899 11:17:00,14.9,24.1,836,0.39,,,,51.99,20.6,0.79,y,50,4.95E-03,28,1.93E-04,0.02,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,EDSM,2018,8,81,8/8/2018 0:00,19-02-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:56:00,9.2,23.1,567,0.25,,,,38.99,31.79,0.75,y,46,,31,1.23E-03,0.16,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0
115,EDSM,2018,8,82,8/8/2018 0:00,19-02-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:56:00,9.2,23.1,567,0.25,,,,38.99,31.79,0.63,y,45,9.09E-03,14,2.87E-03,0.45,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,EDSM,2018,8,83,8/14/2018 0:00,19-03-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:17:00,9.9,22.7,329.89,0.14,,,,64.99,19.1,0.73,y,48,3.17E-03,12,2.52E-04,0.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,EDSM,2018,8,84,8/14/2018 0:00,19-03-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:17:00,9.9,22.7,329.89,0.14,,,,64.99,19.1,0.46,y,40,,125,1.43E-03,0.3,3,3,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,3,0,0,0,0,0,18,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,EDSM,2018,8,85,8/14/2018 0:00,19-03-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:17:00,9.9,22.7,329.89,0.14,,,,64.99,19.1,0.68,y,48,5.10E-03,141,3.65E-03,0.52,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,82,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,EDSM,2018,8,86,8/14/2018 0:00,19-03-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:17:00,9.9,22.7,329.89,0.14,,,,64.99,19.1,0.74,y,47,5.46E-03,43,8.29E-04,0.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,EDSM,2018,8,87,8/14/2018 0:00,19-03-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:17:00,9.9,22.7,329.89,0.14,,,,64.99,19.1,0.52,y,44,,68,3.95E-03,0.75,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,30,15,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,EDSM,2018,8,88,8/20/2018 0:00,19-04-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:59:00,10.1,22.6,580,0.26,,,,21.99,49.9,0.63,y,44,4.74E-03,34,3.28E-04,0.05,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,EDSM,2018,8,89,8/20/2018 0:00,19-04-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 10:44:00,10.4,22.39,406.7,0.18,,,,40,34.29,0.51,y,43,4.19E-03,95,7.88E-04,0.15,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,1,0,0,0,0,0,34,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,EDSM,2018,8,90,8/20/2018 0:00,19-04-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 10:59:00,10.4,22.7,394.79,0.17,,,,37.99,31.79,0.67,y,47,3.50E-03,95,1.16E-03,0.17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,1,0,1,0,0,0,0,0,28,1,0,33,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
124,EDSM,2018,8,91,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:03:00,4.2,21.39,325.1,0.14,,,,31,30.6,0.84,y,50,,1166,0.01,1.37,4,3,0,0,0,0,0,158,0,0,0,58,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,30,0,0,0,2,0,4,0,0,0,0,0,406,20,0,436,0,8,4,6,0,0,0,0,0,0,0,2,24,0,0,0,0
125,EDSM,2018,8,92,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.9,y,48,,530,8.81E-03,0.97,4,4,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,2,23,0,0,0,0,1,0,0,0,0,0,0,238,29,0,119,0,4,1,17,0,0,0,0,0,0,0,3,38,0,0,0,0
126,EDSM,2018,8,93,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.92,y,50,0.01,702,7.83E-03,0.84,4,4,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,0,2,0,0,0,0,0,138,26,0,188,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
127,EDSM,2018,8,94,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.79,y,47,5.80E-03,264,5.13E-03,0.64,3,4,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,99,49,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
128,EDSM,2018,8,95,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.51,y,44,6.52E-03,369,5.36E-03,1.04,4,4,0,0,0,0,0,8,0,1,0,49,0,0,0,0,0,0,59,1,1,0,0,0,0,0,2,0,0,5,53,0,0,0,0,0,1,0,0,0,0,0,44,4,0,105,0,3,2,21,0,0,0,0,0,0,2,2,6,0,0,0,0
129,EDSM,2018,8,96,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.78,y,47,6.54E-03,262,9.48E-03,1.21,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,90,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,46,28,0,5,0,3,0,47,0,0,0,0,0,0,3,2,12,0,0,0,2
130,EDSM,2018,8,97,8/27/2018 0:00,19-05-LSSC05,Sac DW Ship Channel,delta smelt,12/30/1899 13:18:00,5.5,21.5,321,0.14,,,,40,29.39,0.7,y,48,1.25E-03,664,4.63E-03,0.65,4,4,0,0,0,0,0,24,0,0,0,428,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,7,16,0,0,0,2,0,0,0,0,3,0,0,19,9,0,81,0,0,3,1,0,0,0,0,0,0,5,4,55,0,0,0,1
131,EDSM,2018,9,98,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:15:00,10.2,21.39,395.79,0.17,,,,36,29.6,0.93,y,55,9.48E-03,170,2.98E-03,0.31,3,4,0,0,0,0,0,19,0,0,0,49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,3,22,0,0,0,0,1,0,0,0,3,0,0,16,8,0,19,0,5,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0
132,EDSM,2018,9,99,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:15:00,10.2,21.39,395.79,0.17,,,,36,29.6,0.91,y,52,9.00E-03,129,5.39E-03,0.59,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,5,0,3,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
133,EDSM,2018,7,150,7/9/2018 0:00,18-50-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 8:39:00,9.5,22.79,681,0.31,,,,36,36.59,1.13,y,49,3.63E-03,4,1.61E-04,0.01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,EDSM,2018,7,184,7/17/2018 0:00,18-51-HB01,Suisun Bay,delta smelt,12/30/1899 9:19:00,4.7,20.7,10580,5.96,,,,28.99,53.29,0.89,y,51,7.65E-03,6,4.79E-04,0.05,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,EDSM,2018,7,185,7/17/2018 0:00,18-51-CF02,Suisun Bay,delta smelt,12/30/1899 11:22:00,15.7,21.39,4973,2.64,,,,46,50.9,0.91,y,48,,113,2.78E-03,0.3,2,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0
136,EDSM,2018,8,186,8/20/2018 0:00,19-04-SM01,Suisun Marsh,delta smelt,12/30/1899 9:40:00,7.2,21.39,5514,2.95,,,,46,40.5,0.44,y,40,5.13E-03,499,4.01E-03,0.9,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0
137,EDSM,2018,8,187,8/20/2018 0:00,19-04-SM01,Suisun Marsh,delta smelt,12/30/1899 9:56:00,7.3,21.5,5655,3.03,,,,43,31.5,0.63,y,46,4.61E-03,412,4.29E-03,0.68,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
138,EDSM,2018,8,188,8/21/2018 0:00,19-04-GB01,Suisun Marsh,delta smelt,12/30/1899 8:06:00,2.4,20.29,10921,6.17,,,,41.99,,1.32,y,55,7.01E-03,17,1.03E-03,0.07,1,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,EDSM,2018,9,189,9/6/2018 0:00,19-06-SM04,Suisun Marsh,delta smelt,12/30/1899 11:58:00,9.6,19.7,9519,5.32,,,,20.99,105,1.7,y,55,7.60E-03,20,1.42E-03,0.08,1,2,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,EDSM,2018,9,190,9/7/2018 0:00,19-06-GB01,Suisun Marsh,delta smelt,12/30/1899 8:27:00,2.6,19.29,12772,7.31,,,,18.99,76.09,0.85,y,52,3.70E-03,6,2.85E-05,3.33E-03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,EDSM,2018,8,297,8/14/2018 0:00,19-03-SM05,Suisun Marsh,delta smelt,12/30/1899 12:51:00,6.6,21.5,5701,3.06,,,,30,54.9,0.68,y,44,4.20E-03,111,3.47E-03,0.5,3,2,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0
142,EDSM,2018,8,298,8/13/2018 0:00,19-03-SM03,Suisun Marsh,delta smelt,12/30/1899 11:46:00,4.7,21.6,7849,4.32,,,,34,56.29,0.94,y,48,,263,2.82E-03,0.29,2,2,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,213,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
143,EDSM,2018,7,299,7/2/2018 0:00,18-49-CF01,Suisun Bay,delta smelt,12/30/1899 11:23:00,15.4,21.29,5601,3,,,,46.99,44.9,0.4,y,38,2.96E-03,37,1.80E-03,0.44,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,EDSM,2018,8,301,8/13/2018 0:00,19-03-LSR01,Lower Sacramento,delta smelt,12/30/1899 9:18:00,5.9,21.7,5775,3.1,,,,23,63.59,1.75,y,62,6.93E-03,16,2.64E-03,0.15,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,EDSM,2018,8,302,8/22/2018 0:00,19-04-LSR01,Lower Sacramento,delta smelt,12/30/1899 7:53:00,6,20.7,2392,1.2,,,,51.99,43.29,0.63,y,48,3.64E-03,5,3.56E-04,0.05,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,EDSM,2018,8,303,8/22/2018 0:00,19-04-LSR01,Lower Sacramento,delta smelt,12/30/1899 8:10:00,6,20.7,2108,1.05,,,,49,62.09,1.3,y,56,8.13E-03,3,1.48E-04,0.01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,EDSM,2018,8,304,8/22/2018 0:00,19-04-LSR01,Lower Sacramento,delta smelt,12/30/1899 8:10:00,6,20.7,2108,1.05,,,,49,62.09,1.05,y,51,4.83E-03,3,2.06E-04,0.01,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,EDSM,2018,8,305,8/22/2018 0:00,19-04-LSR01,Lower Sacramento,delta smelt,12/30/1899 8:10:00,6,20.7,2108,1.05,,,,49,62.09,0.44,y,41,4.79E-03,6,1.03E-04,0.02,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,EDSM,2018,8,306,8/22/2018 0:00,19-04-LSR03,Lower Sacramento,delta smelt,12/30/1899 8:57:00,8.9,20.89,1046,0.49,,,,47.99,60.9,0.03,y,40,2.09E-03,2,4.34E-05,0.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
151,EDSM,2018,9,100,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:15:00,10.2,21.39,395.79,0.17,,,,36,29.6,0.88,y,50,0.01,131,0.01,1.3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,21,34,0,15,0,4,0,12,0,0,0,0,0,0,0,0,9,0,0,0,3
152,EDSM,2018,9,101,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:15:00,10.2,21.39,395.79,0.17,,,,36,29.6,0.91,y,55,6.22E-03,108,2.88E-03,0.31,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,14,0,31,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0
153,EDSM,2018,9,102,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:15:00,10.2,21.39,395.79,0.17,,,,36,29.6,1.25,y,55,0.01,161,6.68E-03,0.53,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,9,0,0,0,0,0,40,60,0,1,0,1,0,19,0,0,0,0,0,0,10,0,0,0,0,0,0
154,EDSM,2018,9,103,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.54,y,43,3.90E-03,209,4.84E-03,0.89,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,3,54,0,0,0,0,0,3,0,0,1,0,0,43,41,0,33,0,1,2,13,0,0,0,0,0,0,0,0,5,0,0,0,1
155,EDSM,2018,9,104,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.84,y,54,8.03E-03,170,5.69E-03,0.67,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,1,0,0,0,0,0,41,38,0,16,0,4,0,20,0,0,0,0,0,0,0,0,19,0,0,0,1
156,EDSM,2018,9,105,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.66,y,47,8.13E-03,152,6.54E-03,0.98,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,9,21,0,0,0,2,0,49,0,0,0,0,0,0,0,0,11,0,0,0,1
157,EDSM,2018,9,106,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.94,y,52,8.34E-03,99,3.50E-03,0.37,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,14,0,0,0,0,0,4,0,0,0,0,0,12,25,0,18,0,0,0,14,0,0,0,0,0,0,0,1,5,0,0,0,0
